"kjid","win_time","win_status","deal_order","banker_money","visit_money","nostril_money","surname_money","banker_win_money","visit_win_money","nostril_win_money","surname_win_money","banker_left","banker_right","banker_result","visit_left","visit_right","visit_result","nostril_left","nostril_right","nostril_result","surname_left","surname_right","surname_result","win_result","add_time","start_time","end_time"
"NINE18000657","1536928275","0","12","0","0","0","0","0","0","0","0","34","36","99","32","2","9","9","21","9","10","40","3","0","1536928215","1536928265","1536928265"
"NINE18000658","1536928335","0","4","0","0","0","0","0","0","0","0","23","36","5","30","21","4","25","8","9","17","12","8","11","1536928275","1536928325","1536928325"
"NINE18000659","1536928395","0","5","0","0","0","0","0","0","0","0","26","17","2","3","1","11","31","39","8","32","9","1","110","1536928335","1536928385","1536928385"
"NINE18000660","1536928455","0","19","0","0","0","0","0","0","0","0","11","36","2","34","8","1","35","1","0","40","39","1010","1","1536928395","1536928445","1536928445"
"NINE18000661","1536928515","0","22","0","0","0","0","0","0","0","0","32","18","3","5","20","7","24","19","1","21","37","6","101","1536928455","1536928505","1536928505"
"NINE18000662","1536928575","0","40","0","0","0","0","0","0","0","0","36","10","2","35","5","1","19","23","1","12","11","33","1","1536928515","1536928565","1536928565"
"NINE18000663","1536928635","0","33","0","0","0","0","0","0","0","0","9","32","1","2","29","9","37","31","8","21","7","8","111","1536928575","1536928625","1536928625"
"NINE18000664","1536928695","0","30","0","0","0","0","0","0","0","0","17","20","55","4","16","5","31","19","3","23","3","7","0","1536928635","1536928685","1536928685"
"NINE18000665","1536928755","0","10","0","0","0","0","0","0","0","0","25","26","77","35","7","1","22","4","7","38","13","4","0","1536928695","1536928745","1536928745"
"NINE18000666","1536928815","0","27","0","0","0","0","0","0","0","0","33","36","99","35","8","1","20","9","8","13","18","9","0","1536928755","1536928805","1536928805"
"NINE18000667","1536928875","0","9","0","0","0","0","0","0","0","0","12","21","9","1","18","6","40","22","6","6","17","7","0","1536928815","1536928865","1536928865"
"NINE18000668","1536928935","0","25","0","0","0","0","0","0","0","0","18","28","2","27","14","1","9","24","9","39","33","9","11","1536928875","1536928925","1536928925"
"NINE18000669","1536928995","0","5","0","0","0","0","0","0","0","0","35","30","7","20","31","3","8","24","8","33","29","7","10","1536928935","1536928985","1536928985"
"NINE18000670","1536929055","0","11","0","0","0","0","0","0","0","0","9","26","0","5","22","8","23","38","6","34","32","7","111","1536928995","1536929045","1536929045"
"NINE18000671","1536929115","0","36","0","0","0","0","0","0","0","0","31","32","88","11","1","4","16","7","6","28","25","77","0","1536929055","1536929105","1536929105"
"NINE18000672","1536929175","0","25","0","0","0","0","0","0","0","0","17","30","3","29","18","3","37","14","4","26","39","7","11","1536929115","1536929165","1536929165"
"NINE18000673","1536929235","0","5","0","0","0","0","0","0","0","0","35","1","0","15","40","4","17","28","2","8","6","22","111","1536929175","1536929225","1536929225"
"NINE18000674","1536929295","0","36","0","0","0","0","0","0","0","0","29","2","9","5","25","9","16","24","0","9","26","0","0","1536929235","1536929285","1536929285"
"NINE18000675","1536929355","0","27","0","0","0","0","0","0","0","0","21","29","4","1","20","6","9","7","5","38","40","1010","111","1536929295","1536929345","1536929345"
"NINE18000676","1536929415","0","14","0","0","0","0","0","0","0","0","31","33","7","39","13","4","27","6","9","17","4","6","10","1536929355","1536929405","1536929405"
"NINE18000677","1536929475","0","14","0","0","0","0","0","0","0","0","18","22","1","1","29","9","20","17","55","16","8","6","111","1536929415","1536929465","1536929465"
"NINE18000678","1536929535","0","14","0","0","0","0","0","0","0","0","8","2","3","19","28","2","12","24","9","35","38","9","11","1536929475","1536929525","1536929525"
"NINE18000679","1536929595","0","33","0","0","0","0","0","0","0","0","8","26","9","17","18","55","3","39","1","16","24","0","100","1536929535","1536929585","1536929585"
"NINE18000680","1536929655","0","18","0","0","0","0","0","0","0","0","1","6","3","30","27","5","32","17","3","3","25","8","101","1536929595","1536929645","1536929645"
"NINE18000681","1536929715","0","1","0","0","0","0","0","0","0","0","21","22","66","18","37","5","17","38","5","2","14","5","0","1536929655","1536929705","1536929705"
"NINE18000682","1536929775","0","27","0","0","0","0","0","0","0","0","17","20","55","9","39","3","26","22","3","23","15","0","0","1536929715","1536929765","1536929765"
"NINE18000683","1536929835","0","9","0","0","0","0","0","0","0","0","22","35","5","19","23","1","40","18","5","20","27","2","0","1536929775","1536929825","1536929825"
"NINE18000684","1536929895","0","2","0","0","0","0","0","0","0","0","9","28","0","33","19","4","5","14","6","11","15","7","111","1536929835","1536929885","1536929885"
"NINE18000685","1536929955","0","34","0","0","0","0","0","0","0","0","24","3","7","11","4","4","17","31","3","27","14","1","0","1536929895","1536929945","1536929945"
"NINE18000686","1536930015","0","25","0","0","0","0","0","0","0","0","3","35","0","14","16","44","10","23","9","32","4","9","111","1536929955","1536930005","1536930005"
"NINE18000687","1536930075","0","18","0","0","0","0","0","0","0","0","5","33","1","37","2","1","6","3","3","21","32","4","11","1536930015","1536930065","1536930065"
"NINE18000688","1536930135","0","20","0","0","0","0","0","0","0","0","28","5","9","2","31","9","21","35","5","23","25","3","0","1536930075","1536930125","1536930125"
"NINE18000689","1536930195","0","18","0","0","0","0","0","0","0","0","33","35","99","5","26","9","23","32","4","22","17","1","0","1536930135","1536930185","1536930185"
"NINE18000690","1536930255","0","31","0","0","0","0","0","0","0","0","18","17","55","5","1","3","32","38","8","29","9","1","0","1536930195","1536930245","1536930245"
"NINE18000691","1536930315","0","15","0","0","0","0","0","0","0","0","21","29","4","39","31","8","34","20","4","30","12","1","100","1536930255","1536930305","1536930305"
"NINE18000692","1536930375","0","31","0","0","0","0","0","0","0","0","12","9","33","39","1","1","26","2","8","7","35","1","0","1536930315","1536930365","1536930365"
"NINE18000693","1536930435","0","19","0","0","0","0","0","0","0","0","29","9","1","18","3","6","21","16","0","38","27","7","101","1536930375","1536930425","1536930425"
"NINE18000694","1536930495","0","32","0","0","0","0","0","0","0","0","29","15","2","35","34","99","26","1","8","37","12","3","111","1536930435","1536930485","1536930485"
"NINE18000695","1536930555","0","31","0","0","0","0","0","0","0","0","33","26","6","10","16","7","14","36","3","39","17","5","100","1536930495","1536930545","1536930545"
"NINE18000696","1536930615","0","20","0","0","0","0","0","0","0","0","35","19","4","37","4","1","5","31","0","36","25","6","1","1536930555","1536930605","1536930605"
"NINE18000697","1536930675","0","20","0","0","0","0","0","0","0","0","26","27","77","5","9","5","14","32","2","11","33","2","0","1536930615","1536930665","1536930665"
"NINE18000698","1536930735","0","6","0","0","0","0","0","0","0","0","1","8","3","24","25","3","34","39","9","2","10","4","11","1536930675","1536930725","1536930725"
"NINE18000699","1536930795","0","19","0","0","0","0","0","0","0","0","8","2","3","38","32","8","22","31","4","10","11","33","111","1536930735","1536930785","1536930785"
"NINE18000700","1536930855","0","31","0","0","0","0","0","0","0","0","32","33","7","39","12","3","7","22","8","5","23","8","11","1536930795","1536930845","1536930845"
"NINE18000701","1536930915","0","7","0","0","0","0","0","0","0","0","36","28","6","34","37","9","20","14","9","26","40","7","111","1536930855","1536930905","1536930905"
"NINE18000702","1536930975","0","24","0","0","0","0","0","0","0","0","33","4","0","11","31","1","9","16","7","1","2","11","111","1536930915","1536930965","1536930965"
"NINE18000703","1536931035","0","27","0","0","0","0","0","0","0","0","13","21","0","20","19","55","9","28","0","39","38","1010","101","1536930975","1536931025","1536931025"
"NINE18000704","1536931095","0","39","0","0","0","0","0","0","0","0","14","33","3","6","9","5","1","2","11","35","26","6","111","1536931035","1536931085","1536931085"
"NINE18000705","1536931155","0","3","0","0","0","0","0","0","0","0","24","21","66","1","19","6","26","4","8","34","17","4","0","1536931095","1536931145","1536931145"
"NINE18000706","1536931215","0","2","0","0","0","0","0","0","0","0","25","30","5","38","36","9","1","12","4","34","29","7","101","1536931155","1536931205","1536931205"
"NINE18000707","1536931275","0","15","0","0","0","0","0","0","0","0","17","24","1","2","12","4","23","33","5","32","16","2","111","1536931215","1536931265","1536931265"
"NINE18000708","1536931335","0","35","0","0","0","0","0","0","0","0","33","36","99","16","26","1","5","18","7","21","30","4","0","1536931275","1536931325","1536931325"
"NINE18000709","1536931395","0","31","0","0","0","0","0","0","0","0","33","29","7","21","30","4","18","8","7","24","27","3","0","1536931335","1536931385","1536931385"
"NINE18000710","1536931455","0","19","0","0","0","0","0","0","0","0","34","20","4","10","6","5","1","39","1","23","24","66","101","1536931395","1536931445","1536931445"
"NINE18000711","1536931515","0","33","0","0","0","0","0","0","0","0","30","1","9","28","37","7","22","7","8","31","18","3","0","1536931455","1536931505","1536931505"
"NINE18000712","1536931575","0","38","0","0","0","0","0","0","0","0","23","22","66","8","28","9","26","27","77","29","13","2","10","1536931515","1536931565","1536931565"
"NINE18000713","1536931635","0","9","0","0","0","0","0","0","0","0","27","29","5","30","1","9","14","28","1","19","12","8","101","1536931575","1536931625","1536931625"
"NINE18000714","1536931695","0","25","0","0","0","0","0","0","0","0","15","18","9","4","37","1","7","39","2","31","11","1","0","1536931635","1536931685","1536931685"
"NINE18000715","1536931755","0","9","0","0","0","0","0","0","0","0","23","26","3","3","29","9","22","35","5","27","34","6","111","1536931695","1536931745","1536931745"
"NINE18000716","1536931815","0","29","0","0","0","0","0","0","0","0","36","27","6","30","16","2","1","5","3","4","23","7","1","1536931755","1536931805","1536931805"
"NINE18000717","1536931875","0","2","0","0","0","0","0","0","0","0","36","35","99","3","40","1","31","11","1","18","17","55","0","1536931815","1536931865","1536931865"
"NINE18000718","1536931935","0","31","0","0","0","0","0","0","0","0","8","20","7","9","2","4","1","38","1","14","12","7","0","1536931875","1536931925","1536931925"
"NINE18000719","1536931995","0","26","0","0","0","0","0","0","0","0","21","24","66","17","22","1","11","7","5","6","10","5","0","1536931935","1536931985","1536931985"
"NINE18000720","1536932055","0","39","0","0","0","0","0","0","0","0","24","33","5","14","25","1","7","30","0","4","9","4","0","1536931995","1536932045","1536932045"
"NINE18000721","1536932115","0","29","0","0","0","0","0","0","0","0","4","6","3","12","3","4","9","28","0","37","39","1010","101","1536932055","1536932105","1536932105"
"NINE18000722","1536932175","0","33","0","0","0","0","0","0","0","0","36","7","1","4","34","0","10","19","8","40","3","1","10","1536932115","1536932165","1536932165"
"NINE18000723","1536932235","0","8","0","0","0","0","0","0","0","0","36","33","99","31","12","1","13","15","44","16","28","1","0","1536932175","1536932225","1536932225"
"NINE18000724","1536932295","0","24","0","0","0","0","0","0","0","0","23","14","0","33","29","7","21","25","3","2","39","1","111","1536932235","1536932285","1536932285"
"NINE18000725","1536932355","0","18","0","0","0","0","0","0","0","0","7","9","5","34","26","6","1","36","0","29","30","88","101","1536932295","1536932345","1536932345"
"NINE18000726","1536932415","0","18","0","0","0","0","0","0","0","0","22","23","66","9","33","2","25","3","8","26","29","5","0","1536932355","1536932405","1536932405"
"NINE18000727","1536932475","0","4","0","0","0","0","0","0","0","0","21","2","7","28","22","3","18","15","9","16","5","6","10","1536932415","1536932465","1536932465"
"NINE18000728","1536932535","0","30","0","0","0","0","0","0","0","0","26","27","77","37","7","2","29","18","3","19","40","5","0","1536932475","1536932525","1536932525"
"NINE18000729","1536932595","0","31","0","0","0","0","0","0","0","0","28","20","2","8","40","2","24","39","6","15","5","6","11","1536932535","1536932585","1536932585"
"NINE18000730","1536932655","0","5","0","0","0","0","0","0","0","0","34","36","99","20","10","8","1","21","7","7","38","2","0","1536932595","1536932645","1536932645"
"NINE18000731","1536932715","0","6","0","0","0","0","0","0","0","0","29","31","88","38","33","9","1","15","5","36","2","0","0","1536932655","1536932705","1536932705"
"NINE18000732","1536932775","0","10","0","0","0","0","0","0","0","0","28","8","9","15","4","5","9","32","1","25","22","3","0","1536932715","1536932765","1536932765"
"NINE18000733","1536932835","0","15","0","0","0","0","0","0","0","0","5","6","22","40","12","3","38","34","9","39","29","8","0","1536932775","1536932825","1536932825"
"NINE18000734","1536932895","0","16","0","0","0","0","0","0","0","0","34","25","6","11","13","7","10","4","4","7","35","1","100","1536932835","1536932885","1536932885"
"NINE18000735","1536932955","0","11","0","0","0","0","0","0","0","0","8","25","9","3","16","5","15","14","44","17","39","5","10","1536932895","1536932945","1536932945"
"NINE18000736","1536933015","0","24","0","0","0","0","0","0","0","0","21","11","9","26","32","5","1","36","0","8","35","1","0","1536932955","1536933005","1536933005"
"NINE18000737","1536933075","0","2","0","0","0","0","0","0","0","0","34","27","6","17","10","8","28","36","6","1","19","6","100","1536933015","1536933065","1536933065"
"NINE18000738","1536933135","0","12","0","0","0","0","0","0","0","0","6","27","9","2","15","5","18","3","6","8","30","0","0","1536933075","1536933125","1536933125"
"NINE18000739","1536933195","0","38","0","0","0","0","0","0","0","0","11","35","2","14","2","5","4","12","4","13","26","1","110","1536933135","1536933185","1536933185"
"NINE18000740","1536933255","0","8","0","0","0","0","0","0","0","0","32","26","5","30","2","9","1","6","3","31","33","7","101","1536933195","1536933245","1536933245"
"NINE18000741","1536933315","0","4","0","0","0","0","0","0","0","0","33","36","99","31","9","1","34","8","1","38","14","4","0","1536933255","1536933305","1536933305"
"NINE18000742","1536933375","0","33","0","0","0","0","0","0","0","0","21","11","9","18","36","4","22","32","4","8","29","0","0","1536933315","1536933365","1536933365"
"NINE18000743","1536933435","0","20","0","0","0","0","0","0","0","0","4","22","7","29","18","3","38","26","7","5","17","7","0","1536933375","1536933425","1536933425"
"NINE18000744","1536933495","0","6","0","0","0","0","0","0","0","0","14","31","2","33","18","4","30","39","8","9","23","9","111","1536933435","1536933485","1536933485"
"NINE18000745","1536933555","0","9","0","0","0","0","0","0","0","0","28","22","3","21","26","3","31","40","8","12","24","9","11","1536933495","1536933545","1536933545"
"NINE18000746","1536933615","0","39","0","0","0","0","0","0","0","0","21","30","4","24","20","1","33","32","7","18","13","9","11","1536933555","1536933605","1536933605"
"NINE18000747","1536933675","0","22","0","0","0","0","0","0","0","0","24","15","0","3","35","0","9","12","33","11","10","33","11","1536933615","1536933665","1536933665"
"NINE18000748","1536933735","0","18","0","0","0","0","0","0","0","0","27","28","77","33","11","2","29","35","7","14","16","44","0","1536933675","1536933725","1536933725"
"NINE18000749","1536933795","0","9","0","0","0","0","0","0","0","0","6","29","0","20","2","6","36","37","9","26","30","5","111","1536933735","1536933785","1536933785"
"NINE18000750","1536933855","0","8","0","0","0","0","0","0","0","0","15","29","2","12","33","2","39","21","6","26","31","5","11","1536933795","1536933845","1536933845"
"NINE18000751","1536933915","0","5","0","0","0","0","0","0","0","0","8","19","7","10","9","33","13","35","3","21","36","5","100","1536933855","1536933905","1536933905"
"NINE18000752","1536933975","0","15","0","0","0","0","0","0","0","0","24","20","1","29","35","7","6","30","0","22","12","9","101","1536933915","1536933965","1536933965"
"NINE18000753","1536934035","0","26","0","0","0","0","0","0","0","0","14","34","3","11","29","1","9","28","0","10","25","0","0","1536933975","1536934025","1536934025"
"NINE18000754","1536934095","0","1","0","0","0","0","0","0","0","0","28","25","77","35","20","4","23","6","8","10","15","7","0","1536934035","1536934085","1536934085"
"NINE18000755","1536934155","0","2","0","0","0","0","0","0","0","0","11","26","0","9","37","3","10","31","1","28","16","1","111","1536934095","1536934145","1536934145"
"NINE18000756","1536934215","0","32","0","0","0","0","0","0","0","0","21","3","7","37","31","8","27","11","0","1","36","0","100","1536934155","1536934205","1536934205"
"NINE18000757","1536934275","0","29","0","0","0","0","0","0","0","0","15","17","9","21","1","7","24","10","9","40","38","1010","1","1536934215","1536934265","1536934265"
"NINE18000758","1536934335","0","4","0","0","0","0","0","0","0","0","34","36","99","38","26","7","28","14","1","15","1","5","0","1536934275","1536934325","1536934325"
"NINE18000759","1536934395","0","15","0","0","0","0","0","0","0","0","32","20","3","2","27","8","40","24","6","36","5","1","110","1536934335","1536934385","1536934385"
"NINE18000760","1536934455","0","10","0","0","0","0","0","0","0","0","22","26","3","39","35","9","21","28","3","6","19","7","101","1536934395","1536934445","1536934445"
"NINE18000761","1536934515","0","22","0","0","0","0","0","0","0","0","1","2","11","30","37","8","8","18","7","32","15","2","0","1536934455","1536934505","1536934505"
"NINE18000762","1536934575","0","11","0","0","0","0","0","0","0","0","15","22","0","19","39","5","28","40","7","26","8","9","111","1536934515","1536934565","1536934565"
"NINE18000763","1536934635","0","26","0","0","0","0","0","0","0","0","2","22","7","20","27","2","32","28","5","33","25","6","0","1536934575","1536934625","1536934625"
"NINE18000764","1536934695","0","17","0","0","0","0","0","0","0","0","24","23","66","37","31","8","29","35","7","18","11","8","0","1536934635","1536934685","1536934685"
"NINE18000765","1536934755","0","11","0","0","0","0","0","0","0","0","2","1","11","40","37","1010","14","3","5","20","19","55","101","1536934695","1536934745","1536934745"
"NINE18000766","1536934815","0","35","0","0","0","0","0","0","0","0","30","31","88","7","9","5","36","11","2","23","27","3","0","1536934755","1536934805","1536934805"
"NINE18000767","1536934875","0","34","0","0","0","0","0","0","0","0","15","2","5","9","7","5","33","1","0","16","13","44","1","1536934815","1536934865","1536934865"
"NINE18000768","1536934935","0","3","0","0","0","0","0","0","0","0","20","34","4","40","21","6","37","31","8","38","19","5","111","1536934875","1536934925","1536934925"
"NINE18000769","1536934995","0","28","0","0","0","0","0","0","0","0","17","34","4","39","24","6","18","9","8","14","19","9","111","1536934935","1536934985","1536934985"
"NINE18000770","1536935055","0","28","0","0","0","0","0","0","0","0","35","33","99","19","15","9","10","31","1","34","5","1","0","1536934995","1536935045","1536935045"
"NINE18000771","1536935115","0","20","0","0","0","0","0","0","0","0","33","12","2","16","37","4","29","18","3","35","26","6","111","1536935055","1536935105","1536935105"
"NINE18000772","1536935175","0","1","0","0","0","0","0","0","0","0","20","13","9","11","38","3","15","9","7","23","6","8","0","1536935115","1536935165","1536935165"
"NINE18000773","1536935235","0","33","0","0","0","0","0","0","0","0","26","35","6","8","4","3","6","37","2","34","13","3","0","1536935175","1536935225","1536935225"
"NINE18000774","1536935295","0","32","0","0","0","0","0","0","0","0","33","35","99","8","19","7","10","4","4","11","30","1","0","1536935235","1536935285","1536935285"
"NINE18000775","1536935355","0","36","0","0","0","0","0","0","0","0","5","10","5","1","11","4","12","6","5","33","26","6","1","1536935295","1536935345","1536935345"
"NINE18000776","1536935415","0","22","0","0","0","0","0","0","0","0","9","6","5","34","13","3","39","24","6","26","15","1","10","1536935355","1536935405","1536935405"
"NINE18000777","1536935475","0","2","0","0","0","0","0","0","0","0","35","34","99","28","6","9","21","12","9","3","38","1","0","1536935415","1536935465","1536935465"
"NINE18000778","1536935535","0","39","0","0","0","0","0","0","0","0","20","18","55","29","2","9","27","1","8","38","12","3","0","1536935475","1536935525","1536935525"
"NINE18000779","1536935595","0","1","0","0","0","0","0","0","0","0","39","40","1010","31","28","5","38","30","8","18","37","5","0","1536935535","1536935585","1536935585"
"NINE18000780","1536935655","0","36","0","0","0","0","0","0","0","0","16","2","5","18","30","3","31","1","9","26","38","7","11","1536935595","1536935645","1536935645"
"NINE18000781","1536935715","0","15","0","0","0","0","0","0","0","0","34","35","99","22","36","5","31","12","1","27","39","7","0","1536935655","1536935705","1536935705"
"NINE18000782","1536935775","0","28","0","0","0","0","0","0","0","0","8","18","7","15","7","6","33","12","2","11","36","2","0","1536935715","1536935765","1536935765"
"NINE18000783","1536935835","0","2","0","0","0","0","0","0","0","0","34","36","99","25","38","7","3","28","8","8","19","7","0","1536935775","1536935825","1536935825"
"NINE18000784","1536935895","0","23","0","0","0","0","0","0","0","0","22","12","9","18","36","4","33","34","99","26","13","1","10","1536935835","1536935885","1536935885"
"NINE18000785","1536935955","0","7","0","0","0","0","0","0","0","0","29","13","2","30","16","2","20","11","8","14","15","44","11","1536935895","1536935945","1536935945"
"NINE18000786","1536936015","0","19","0","0","0","0","0","0","0","0","20","18","55","31","1","9","34","36","99","39","11","3","10","1536935955","1536936005","1536936005"
"NINE18000787","1536936075","0","18","0","0","0","0","0","0","0","0","9","34","2","7","33","1","37","19","5","26","38","7","11","1536936015","1536936065","1536936065"
"NINE18000788","1536936135","0","35","0","0","0","0","0","0","0","0","17","8","7","23","3","7","34","15","3","20","16","9","1","1536936075","1536936125","1536936125"
"NINE18000789","1536936195","0","32","0","0","0","0","0","0","0","0","27","33","6","6","3","3","1","12","4","34","25","6","0","1536936135","1536936185","1536936185"
"NINE18000790","1536936255","0","28","0","0","0","0","0","0","0","0","33","26","6","22","3","7","6","5","22","4","15","5","110","1536936195","1536936245","1536936245"
"NINE18000791","1536936315","0","31","0","0","0","0","0","0","0","0","9","6","5","33","2","0","1","12","4","7","40","2","0","1536936255","1536936305","1536936305"
"NINE18000792","1536936375","0","23","0","0","0","0","0","0","0","0","21","24","66","15","4","5","39","34","9","5","17","7","0","1536936315","1536936365","1536936365"
"NINE18000793","1536936435","0","38","0","0","0","0","0","0","0","0","14","9","7","13","23","0","34","27","6","2","12","4","0","1536936375","1536936425","1536936425"
"NINE18000794","1536936495","0","39","0","0","0","0","0","0","0","0","30","29","88","7","1","3","33","26","6","8","16","6","0","1536936435","1536936485","1536936485"
"NINE18000795","1536936555","0","10","0","0","0","0","0","0","0","0","25","20","2","29","1","9","23","5","8","4","9","4","111","1536936495","1536936545","1536936545"
"NINE18000796","1536936615","0","31","0","0","0","0","0","0","0","0","18","27","2","24","33","5","13","36","3","39","30","8","111","1536936555","1536936605","1536936605"
"NINE18000797","1536936675","0","28","0","0","0","0","0","0","0","0","13","17","9","5","18","7","6","39","2","2","9","4","0","1536936615","1536936665","1536936665"
"NINE18000798","1536936735","0","2","0","0","0","0","0","0","0","0","20","5","7","26","7","9","33","32","7","38","12","3","100","1536936675","1536936725","1536936725"
"NINE18000799","1536936795","0","22","0","0","0","0","0","0","0","0","11","15","7","23","28","3","38","14","4","36","34","99","1","1536936735","1536936785","1536936785"
"NINE18000800","1536936855","0","24","0","0","0","0","0","0","0","0","28","36","6","4","31","9","32","37","8","6","15","6","110","1536936795","1536936845","1536936845"
"NINE18000801","1536936915","0","38","0","0","0","0","0","0","0","0","35","33","99","2","23","7","26","21","3","19","3","6","0","1536936855","1536936905","1536936905"
"NINE18000802","1536936975","0","28","0","0","0","0","0","0","0","0","17","16","9","1","33","0","9","14","7","2","31","9","0","1536936915","1536936965","1536936965"
"NINE18000803","1536937035","0","12","0","0","0","0","0","0","0","0","17","24","1","39","19","5","21","38","6","18","2","6","111","1536936975","1536937025","1536937025"
"NINE18000804","1536937095","0","18","0","0","0","0","0","0","0","0","10","28","0","34","3","0","32","17","3","36","35","99","11","1536937035","1536937085","1536937085"
"NINE18000805","1536937155","0","1","0","0","0","0","0","0","0","0","36","5","1","8","19","7","15","6","6","18","38","5","111","1536937095","1536937145","1536937145"
"NINE18000806","1536937215","0","21","0","0","0","0","0","0","0","0","22","12","9","26","14","1","31","17","3","24","38","6","0","1536937155","1536937205","1536937205"
"NINE18000807","1536937275","0","4","0","0","0","0","0","0","0","0","30","31","88","17","29","3","14","24","0","19","2","6","0","1536937215","1536937265","1536937265"
"NINE18000808","1536937335","0","1","0","0","0","0","0","0","0","0","34","20","4","12","15","7","32","24","4","5","8","22","101","1536937275","1536937325","1536937325"
"NINE18000809","1536937395","0","39","0","0","0","0","0","0","0","0","30","16","2","2","1","11","8","36","1","21","5","8","101","1536937335","1536937385","1536937385"
"NINE18000810","1536937455","0","2","0","0","0","0","0","0","0","0","20","25","2","4","3","11","12","38","3","8","32","0","110","1536937395","1536937445","1536937445"
"NINE18000811","1536937515","0","29","0","0","0","0","0","0","0","0","11","9","33","14","34","3","16","22","0","30","10","1","0","1536937455","1536937505","1536937505"
"NINE18000812","1536937575","0","36","0","0","0","0","0","0","0","0","15","23","0","22","1","7","32","18","3","28","33","6","111","1536937515","1536937565","1536937565"
"NINE18000813","1536937635","0","38","0","0","0","0","0","0","0","0","36","35","99","12","23","9","39","21","6","25","40","7","0","1536937575","1536937625","1536937625"
"NINE18000814","1536937695","0","35","0","0","0","0","0","0","0","0","21","4","7","8","14","6","7","1","3","24","36","5","0","1536937635","1536937685","1536937685"
"NINE18000815","1536937755","0","38","0","0","0","0","0","0","0","0","9","25","0","29","24","4","13","27","1","30","35","7","111","1536937695","1536937745","1536937745"
"NINE18000816","1536937815","0","33","0","0","0","0","0","0","0","0","21","31","4","7","22","8","26","18","2","3","25","8","101","1536937755","1536937805","1536937805"
"NINE18000817","1536937875","0","1","0","0","0","0","0","0","0","0","7","26","9","18","35","4","31","22","4","25","6","9","0","1536937815","1536937865","1536937865"
"NINE18000818","1536937935","0","39","0","0","0","0","0","0","0","0","10","23","9","35","11","2","29","24","4","9","7","5","0","1536937875","1536937925","1536937925"
"NINE18000819","1536937995","0","33","0","0","0","0","0","0","0","0","32","4","9","7","6","22","18","27","2","38","25","7","100","1536937935","1536937985","1536937985"
"NINE18000820","1536938055","0","31","0","0","0","0","0","0","0","0","27","14","1","2","26","8","4","39","1","17","3","6","101","1536937995","1536938045","1536938045"
"NINE18000821","1536938115","0","3","0","0","0","0","0","0","0","0","24","22","66","8","1","3","19","40","5","7","23","8","0","1536938055","1536938105","1536938105"
"NINE18000822","1536938175","0","29","0","0","0","0","0","0","0","0","34","33","99","35","25","6","22","28","3","19","18","55","0","1536938115","1536938165","1536938165"
"NINE18000823","1536938235","0","5","0","0","0","0","0","0","0","0","7","2","3","14","38","4","29","25","5","37","34","9","111","1536938175","1536938225","1536938225"
"NINE18000824","1536938295","0","5","0","0","0","0","0","0","0","0","6","26","9","19","37","5","27","1","8","28","31","5","0","1536938235","1536938285","1536938285"
"NINE18000825","1536938355","0","37","0","0","0","0","0","0","0","0","26","16","1","19","34","4","10","9","33","15","30","2","111","1536938295","1536938345","1536938345"
"NINE18000826","1536938415","0","8","0","0","0","0","0","0","0","0","29","13","2","36","3","0","31","1","9","18","35","4","11","1536938355","1536938405","1536938405"
"NINE18000827","1536938475","0","22","0","0","0","0","0","0","0","0","8","35","1","9","18","8","19","24","1","28","10","0","100","1536938415","1536938465","1536938465"
"NINE18000828","1536938535","0","27","0","0","0","0","0","0","0","0","34","3","0","14","22","0","5","4","3","10","31","1","11","1536938475","1536938525","1536938525"
"NINE18000829","1536938595","0","29","0","0","0","0","0","0","0","0","36","9","2","5","15","6","23","38","6","34","14","3","111","1536938535","1536938585","1536938585"
"NINE18000830","1536938655","0","22","0","0","0","0","0","0","0","0","14","33","3","15","2","5","3","26","8","1","23","7","111","1536938595","1536938645","1536938645"
"NINE18000831","1536938715","0","7","0","0","0","0","0","0","0","0","9","24","9","35","16","3","11","22","9","12","30","1","0","1536938655","1536938705","1536938705"
"NINE18000832","1536938775","0","23","0","0","0","0","0","0","0","0","31","12","1","24","10","9","13","7","6","4","40","1","110","1536938715","1536938765","1536938765"
"NINE18000833","1536938835","0","37","0","0","0","0","0","0","0","0","27","11","0","21","32","4","2","28","8","29","22","4","111","1536938775","1536938825","1536938825"
"NINE18000834","1536938895","0","21","0","0","0","0","0","0","0","0","22","24","66","35","8","1","2","28","8","25","40","7","0","1536938835","1536938885","1536938885"
"NINE18000835","1536938955","0","27","0","0","0","0","0","0","0","0","16","22","0","9","17","8","32","12","1","23","30","4","111","1536938895","1536938945","1536938945"
"NINE18000836","1536939015","0","28","0","0","0","0","0","0","0","0","35","36","99","16","20","9","19","31","3","34","21","5","0","1536938955","1536939005","1536939005"
"NINE18000837","1536939075","0","18","0","0","0","0","0","0","0","0","20","28","2","19","3","6","1","10","4","31","9","1","110","1536939015","1536939065","1536939065"
"NINE18000838","1536939135","0","25","0","0","0","0","0","0","0","0","28","36","6","37","12","3","15","32","2","22","7","8","1","1536939075","1536939125","1536939125"
"NINE18000839","1536939195","0","23","0","0","0","0","0","0","0","0","26","21","3","6","12","5","27","39","7","20","5","7","111","1536939135","1536939185","1536939185"
"NINE18000840","1536939255","0","34","0","0","0","0","0","0","0","0","36","33","99","13","7","6","5","22","8","21","39","6","0","1536939195","1536939245","1536939245"
